title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist,year,is_case_study,is_major_label
Back 2 U,213000.0,THE BOYZ,THE START,,,KR,2018-04-03,ICONIX,THE BOYZ,2018,False,False
Breath to Breath,57000.0,THE BOYZ,THE ONLY,,,KR,2018-11-29,ICONIX,THE BOYZ,2018,False,False
Get It,210000.0,THE BOYZ,THE START,,,KR,2018-04-03,ICONIX,THE BOYZ,2018,False,False
Giddy Up,216000.0,THE BOYZ,THE START,,,KR,2018-04-03,ICONIX,THE BOYZ,2018,False,False
Just U,201000.0,THE BOYZ,THE START,,,KR,2018-04-03,ICONIX,THE BOYZ,2018,False,False
L.O.U,221000.0,THE BOYZ,THE SPHERE,,,KR,2018-09-05,ICONIX,THE BOYZ,2018,False,False
No Air,244000.0,THE BOYZ,THE ONLY,,,KR,2018-11-29,ICONIX,THE BOYZ,2018,False,False
Only ONE,205000.0,THE BOYZ,THE ONLY,,,KR,2018-11-29,ICONIX,THE BOYZ,2018,False,False
Right Here,201000.0,THE BOYZ,THE SPHERE,,,KR,2018-09-05,ICONIX,THE BOYZ,2018,False,False
Text Me Back,191000.0,THE BOYZ,THE START,,,KR,2018-04-03,ICONIX,THE BOYZ,2018,False,False
The Start,40000.0,THE BOYZ,THE START,,,KR,2018-04-03,ICONIX,THE BOYZ,2018,False,False
자각몽 (Lucid Dream),200000.0,THE BOYZ,THE ONLY,,,KR,2018-11-29,ICONIX,THE BOYZ,2018,False,False
지킬게 (KeePer),200000.0,THE BOYZ,지킬게,,,KR,2018-07-12,ICONIX,THE BOYZ,2018,False,False
AFTER MOON,204906.0,TWICE,YES or YES,,,JP,2018-11-05,JYP Entertainment,TWICE,2018,False,True
BDZ,197000.0,TWICE,BDZ,,,AF,2018-08-17,JYP Entertainment,TWICE,2018,False,True
Be as ONE,231000.0,TWICE,BDZ,,,JP,2018-09-12,JYP Entertainment,TWICE,2018,False,True
BRAND NEW GIRL,214000.0,TWICE,Candy Pop,,,JP,2018-02-07,JYP Entertainment,TWICE,2018,False,True
CHILLAX,187000.0,TWICE,Summer Nights,,,KR,2018-07-09,JYP Entertainment,TWICE,2018,False,True
Dance the Night Away,182000.0,TWICE,Summer Nights,,,JP,2018-07-09,JYP Entertainment,TWICE,2018,False,True
DEJAVU,196423.0,TWICE,What is Love?,,,JP,2018-04-09,JYP Entertainment,TWICE,2018,False,True
HO!,189080.0,TWICE,What is Love?,,,JP,2018-04-09,JYP Entertainment,TWICE,2018,False,True
I WANT YOU BACK,204000.0,TWICE,I WANT YOU BACK,,,AF,2018-06-15,JYP Entertainment,TWICE,2018,False,True
INTRO + Touchdown,,TWICE,TWICELAND - THE OPENING [ENCORE],,,KR,2018-06-26,JYP Entertainment,TWICE,2018,False,True
L.O.V.E,203000.0,TWICE,BDZ,,,JP,2018-09-12,JYP Entertainment,TWICE,2018,False,True
LALALA,187333.0,TWICE,YES or YES,,,JP,2018-11-05,JYP Entertainment,TWICE,2018,False,True
Pink Lemonade,222000.0,TWICE,Wake Me Up,,,JP,2018-05-16,JYP Entertainment,TWICE,2018,False,True
Say it again,203000.0,TWICE,BDZ,,,JP,2018-09-12,JYP Entertainment,TWICE,2018,False,True
SAY YES,183000.0,TWICE,What is Love?,,,JP,2018-04-09,JYP Entertainment,TWICE,2018,False,True
SAY YOU LOVE ME,213906.0,TWICE,YES or YES,,,JP,2018-11-05,JYP Entertainment,TWICE,2018,False,True
STAY BY MY SIDE,237000.0,TWICE,STAY BY MY SIDE,,,AF,2018-10-22,JYP Entertainment,TWICE,2018,False,True
STUCK,215346.0,TWICE,What is Love?,,,KR,2018-04-09,JYP Entertainment,TWICE,2018,False,True
SUNSET,223586.0,TWICE,YES or YES,,,JP,2018-11-05,JYP Entertainment,TWICE,2018,False,True
SWEET TALKER,208000.0,TWICE,What is Love?,,,JP,2018-04-09,JYP Entertainment,TWICE,2018,False,True
TWICE Hidden Film,44000.0,TWICE,twicetagram,,,TH,2018-06-08,JYP Entertainment,TWICE,2018,False,True
TWICE “twicetagram” JACKET BEHIND,317000.0,TWICE,twicetagram,,,TH,2018-06-08,JYP Entertainment,TWICE,2018,False,True
Wake Me Up,212000.0,TWICE,Wake Me Up,,,AF,2018-04-25,JYP Entertainment,TWICE,2018,False,True
What is Love?,209000.0,TWICE,What is Love?,,,JP,2018-04-09,JYP Entertainment,TWICE,2018,False,True
Wishing,272000.0,TWICE,BDZ,,,JP,2018-09-12,JYP Entertainment,TWICE,2018,False,True
YES or YES,238733.0,TWICE,YES or YES,,,JP,2018-11-05,JYP Entertainment,TWICE,2018,False,True
YOUNG & WILD,182240.0,TWICE,YES or YES,,,JP,2018-11-05,JYP Entertainment,TWICE,2018,False,True
올해 제일 잘한 일,215000.0,TWICE,올해 제일 잘한 일,,,KR,2018-12-12,JYP Entertainment,TWICE,2018,False,True
Over My Skin,176000.0,Tiffany Young,Over My Skin,,,US,2018-06-28,Transparent Arts,Tiffany Young,2018,False,False
Peppermint,205736.0,Tiffany Young,Peppermint,,,US,2018-11-30,Transparent Arts,Tiffany Young,2018,False,False
Remember Me,141000.0,Tiffany Young,Remember Me,,,XW,2018-03-14,Transparent Arts,Tiffany Young,2018,False,False
Teach You,186000.0,Tiffany Young,Teach You,,,US,2018-09-28,Transparent Arts,Tiffany Young,2018,False,False
RETRO FUTURE,195000.0,Triple H,Retro Futurism,,,US,2018-07-18,Cube Entertainment,Triple H,2018,False,False
Show ME,234000.0,Triple H,Retro Futurism,,,US,2018-07-18,Cube Entertainment,Triple H,2018,False,False
느낌,209000.0,Triple H,Retro Futurism,,,US,2018-07-18,Cube Entertainment,Triple H,2018,False,False
Super Special,194000.0,VERIVERY,지금부터 베리베리해 OST,,,KR,2018-09-21,Jellyfish Entertainment,VERIVERY,2018,True,False
Circle,198000.0,VIXX,EAU DE VIXX,,,KR,2018-04-17,Jellyfish Entertainment,VIXX,2018,False,False
Escape,201000.0,VIXX,EAU DE VIXX,,,KR,2018-04-17,Jellyfish Entertainment,VIXX,2018,False,False
Good Day,181000.0,VIXX,EAU DE VIXX,,,KR,2018-04-17,Jellyfish Entertainment,VIXX,2018,False,False
Is It Love,198000.0,VIXX,Is It Love,,,,2018-06-04,Jellyfish Entertainment,VIXX,2018,False,False
My Valentine,221000.0,VIXX,EAU DE VIXX,,,KR,2018-04-17,Jellyfish Entertainment,VIXX,2018,False,False
Navy & Shining Gold,188000.0,VIXX,EAU DE VIXX,,,KR,2018-04-17,Jellyfish Entertainment,VIXX,2018,False,False
Odd Sense,211000.0,VIXX,EAU DE VIXX,,,KR,2018-04-17,Jellyfish Entertainment,VIXX,2018,False,False
Silence,222000.0,VIXX,EAU DE VIXX,,,KR,2018-04-17,Jellyfish Entertainment,VIXX,2018,False,False
Trigger,189000.0,VIXX,EAU DE VIXX,,,KR,2018-04-17,Jellyfish Entertainment,VIXX,2018,False,False
닮아,211000.0,VIXX,EAU DE VIXX,,,KR,2018-04-17,Jellyfish Entertainment,VIXX,2018,False,False
도원경,202000.0,VIXX,EAU DE VIXX,,,KR,2018-04-17,Jellyfish Entertainment,VIXX,2018,False,False
사랑인걸까?,193000.0,VIXX,너도 인간이니? Special OST,,,KR,2018-08-14,Jellyfish Entertainment,VIXX,2018,True,False
향 (Scentist),185000.0,VIXX,EAU DE VIXX,,,KR,2018-04-17,Jellyfish Entertainment,VIXX,2018,False,False
Beautiful Night,222066.0,VIXX LR,Complete LR,,,,2018-01-24,Jellyfish Entertainment,VIXX LR,2018,False,False
Poison,222400.0,VIXX LR,Complete LR,,,,2018-01-24,Jellyfish Entertainment,VIXX LR,2018,False,False
Thanks for…,221680.0,VIXX LR,Complete LR,,,,2018-01-24,Jellyfish Entertainment,VIXX LR,2018,False,False
오 나의 계절,226000.0,VROMANCE,Oh My Season,,,US,2018-04-06,Rainbow Bridge World,VROMANCE,2018,False,False
Goodbye,193000.0,WENDY,The Beauty Inside Pt. 6 (Original Television Soundtrack),,,XW,2018-11-06,SM Entertainment,WENDY,2018,True,True
AIR,224000.0,WINNER,EVERYD4Y,,,KR,2018-04-04,YG Entertainment,WINNER,2018,False,True
EVERYDAY,206000.0,WINNER,EVERYD4Y,,,KR,2018-04-04,YG Entertainment,WINNER,2018,False,True
HAVE A GOOD DAY,,WINNER,OUR TWENTY FOR,,,JP,2018-02-07,YG Entertainment,WINNER,2018,False,True
LA LA,216000.0,WINNER,EVERYD4Y,,,KR,2018-04-04,YG Entertainment,WINNER,2018,False,True
MILLIONS,209000.0,WINNER,MILLIONS,,,KR,2018-12-19,YG Entertainment,WINNER,2018,False,True
MOVIE STAR,197000.0,WINNER,EVERYD4Y,,,KR,2018-04-04,YG Entertainment,WINNER,2018,False,True
RAINING,,WINNER,OUR TWENTY FOR,,,JP,2018-02-07,YG Entertainment,WINNER,2018,False,True
SPECIAL NIGHT,224000.0,WINNER,EVERYD4Y,,,KR,2018-04-04,YG Entertainment,WINNER,2018,False,True
사치 (LUXURY),202000.0,WINNER,EVERYD4Y,,,KR,2018-04-04,YG Entertainment,WINNER,2018,False,True
손만 잡고 자자 (TURN OFF THE LIGHT),196000.0,WINNER,EVERYD4Y,,,KR,2018-04-04,YG Entertainment,WINNER,2018,False,True
애 걔 (FOR),198000.0,WINNER,EVERYD4Y,,,KR,2018-04-04,YG Entertainment,WINNER,2018,False,True
여보세요 (HELLO),227000.0,WINNER,EVERYD4Y,,,KR,2018-04-04,YG Entertainment,WINNER,2018,False,True
예뻤더라 (WE WERE),234000.0,WINNER,EVERYD4Y,,,KR,2018-04-04,YG Entertainment,WINNER,2018,False,True
12번째 별,240320.0,Wanna One,1¹¹=1 (POWER OF DESTINY),,,KR,2018-11-19,YMC Entertainment,Wanna One,2018,False,False
Awake!,194000.0,Wanna One,1¹¹=1 (POWER OF DESTINY),,,KR,2018-11-19,YMC Entertainment,Wanna One,2018,False,False
Boomerang (부메랑),183000.0,Wanna One,0+1=1 (I Promise You),,,US,2018-03-19,YMC Entertainment,Wanna One,2018,False,False
Deeper,217000.0,Wanna One,1¹¹=1 (POWER OF DESTINY),,,KR,2018-11-19,YMC Entertainment,Wanna One,2018,False,False
Destiny (intro.),71000.0,Wanna One,1¹¹=1 (POWER OF DESTINY),,,KR,2018-11-19,YMC Entertainment,Wanna One,2018,False,False
Gold,219000.0,Wanna One,0+1=1 (I Promise You),,,US,2018-03-19,YMC Entertainment,Wanna One,2018,False,False
We Are,201000.0,Wanna One,0+1=1 (I Promise You),,,US,2018-03-19,YMC Entertainment,Wanna One,2018,False,False
너의 이름은,214000.0,Wanna One,0+1=1 (I Promise You),,,US,2018-03-19,YMC Entertainment,Wanna One,2018,False,False
묻고싶다 (One Love),211000.0,Wanna One,1¹¹=1 (POWER OF DESTINY),,,KR,2018-11-19,YMC Entertainment,Wanna One,2018,False,False
보여,186000.0,Wanna One,0+1=1 (I Promise You),,,US,2018-03-19,YMC Entertainment,Wanna One,2018,False,False
봄바람,236000.0,Wanna One,1¹¹=1 (POWER OF DESTINY),,,KR,2018-11-19,YMC Entertainment,Wanna One,2018,False,False
불꽃놀이 (Flowerbomb),218000.0,Wanna One,1¹¹=1 (POWER OF DESTINY),,,KR,2018-11-19,YMC Entertainment,Wanna One,2018,False,False
소나무,240000.0,Wanna One,1¹¹=1 (POWER OF DESTINY),,,KR,2018-11-19,YMC Entertainment,Wanna One,2018,False,False
술래,185000.0,Wanna One,1¹¹=1 (POWER OF DESTINY),,,KR,2018-11-19,YMC Entertainment,Wanna One,2018,False,False
약속해요 (I.P.U.),220000.0,Wanna One,I PROMISE YOU (I.P.U.),,,US,2018-03-05,YMC Entertainment,Wanna One,2018,False,False
집,230000.0,Wanna One,1¹¹=1 (POWER OF DESTINY),,,KR,2018-11-19,YMC Entertainment,Wanna One,2018,False,False
켜줘 (Light),209000.0,Wanna One,1÷x=1 (UNDIVIDED),,,US,2018-06-04,YMC Entertainment,Wanna One,2018,False,False
Butterfly,227000.0,Weki Meki,Butterfly,,,KR,2018-01-11,fantagio music,Weki Meki,2018,False,False
Color Me,220000.0,Weki Meki,Lucky,,,KR,2018-02-21,fantagio music,Weki Meki,2018,False,False
Crush,196000.0,Weki Meki,"KISS, KICKS",,,KR,2018-10-11,fantagio music,Weki Meki,2018,False,False
Dear.,183000.0,Weki Meki,"KISS, KICKS",,,KR,2018-10-11,fantagio music,Weki Meki,2018,False,False
Iron Boy,198000.0,Weki Meki,Lucky,,,KR,2018-02-21,fantagio music,Weki Meki,2018,False,False
La La La,170000.0,Weki Meki,Lucky,,,KR,2018-02-21,fantagio music,Weki Meki,2018,False,False
Love Diamond,174000.0,Weki Meki,내 아이디는 강남미인 OST Part. 1,,,XW,2018-08-03,fantagio music,Weki Meki,2018,True,False
Lucky,72000.0,Weki Meki,Lucky,,,KR,2018-02-21,fantagio music,Weki Meki,2018,False,False
Metronome,202000.0,Weki Meki,Lucky,,,KR,2018-02-21,fantagio music,Weki Meki,2018,False,False
One More Time,185000.0,Weki Meki,Sugar Man 2 Part. 12,,,XW,2018-04-09,fantagio music,Weki Meki,2018,True,False
True Valentine,257000.0,Weki Meki,"KISS, KICKS",,,KR,2018-10-11,fantagio music,Weki Meki,2018,False,False
붉은 노을,321000.0,Weki Meki,tvN 300 x NC 피버뮤직 2018,,,KR,2018-09-29,fantagio music,Weki Meki,2018,False,False
EASY,188622.0,"Whee In, Sik‐K",magnolia,,,KR,2018-04-17,Rainbow Bridge World,Whee In,2018,False,False
Hair in the Air,167000.0,"YERI, NCT",DreamWorks Trolls x SM STATION,,,US,2018-12-13,SM Entertainment,YERI,2018,False,True
Don't Leave Me,181000.0,YUJU,Don't Leave Me,,,KR,2018-08-13,Source Music,YUJU,2018,False,True
눈꽃사랑,219000.0,YUJU,복수가 돌아왔다 OST Part 5,,,KR,2018-12-24,Source Music,YUJU,2018,True,True
이 노래만,252000.0,YUJU,식샤를 합시다3: 비긴즈 OST Part 3,,,KR,2018-08-07,Source Music,YUJU,2018,True,True
Love Rain,209000.0,"YUJU, SURAN",Love Rain,,,KR,2018-06-29,Source Music,YUJU,2018,False,True
Butterfly,169000.0,YURI,The First Scene,,,KR,2018-10-04,SM Entertainment,YURI,2018,False,True
C'est la vie (That's LIFE!),237000.0,YURI,The First Scene,,,KR,2018-10-04,SM Entertainment,YURI,2018,False,True
Chapter 2,226000.0,YURI,The First Scene,,,KR,2018-10-04,SM Entertainment,YURI,2018,False,True
Ending Credit (To be continued),197000.0,YURI,The First Scene,,,KR,2018-10-04,SM Entertainment,YURI,2018,False,True
꿈 (Illusion),227000.0,YURI,The First Scene,,,KR,2018-10-04,SM Entertainment,YURI,2018,False,True
빠져가 (Into You),186000.0,YURI,The First Scene,,,KR,2018-10-04,SM Entertainment,YURI,2018,False,True
Always Find You,218000.0,"YURI, Raiden",Always Find You,,,KR,2018-01-26,SM Entertainment,YURI,2018,False,True
SoulMate,219000.0,"ZICO, IU",SoulMate,,,KR,2018-07-30,Seven Seasons,ZICO,2018,False,False
22세기 소녀,215000.0,fromis_9,To. Day,,,KR,2018-06-05,WAKEONE,fromis_9,2018,False,False
Be With You,230000.0,fromis_9,To. Heart,,,KR,2018-01-24,WAKEONE,fromis_9,2018,False,False
CLOVER,201000.0,fromis_9,To. Day,,,KR,2018-06-05,WAKEONE,fromis_9,2018,False,False
DANCING QUEEN,205000.0,fromis_9,From.9,,,KR,2018-10-10,OFF THE RECORD Entertainment,fromis_9,2018,False,False
FIRST LOVE,178000.0,fromis_9,To. Day,,,KR,2018-06-05,WAKEONE,fromis_9,2018,False,False
LOVE BOMB,199000.0,fromis_9,From.9,,,KR,2018-10-10,OFF THE RECORD Entertainment,fromis_9,2018,False,False
To Heart,188000.0,fromis_9,To. Heart,,,KR,2018-01-24,WAKEONE,fromis_9,2018,False,False
나에게로 오는 길 (intro.),131000.0,fromis_9,To. Heart,,,KR,2018-01-24,WAKEONE,fromis_9,2018,False,False
"너를 따라, 너에게",213000.0,fromis_9,To. Day,,,KR,2018-06-05,WAKEONE,fromis_9,2018,False,False
다가가고 싶어,125000.0,fromis_9,To. Day,,,KR,2018-06-05,WAKEONE,fromis_9,2018,False,False
두근두근 (DKDK),183000.0,fromis_9,To. Day,,,KR,2018-06-05,WAKEONE,fromis_9,2018,False,False
물들어,216000.0,fromis_9,From.9,,,KR,2018-10-10,OFF THE RECORD Entertainment,fromis_9,2018,False,False
피노키오,200000.0,fromis_9,To. Heart,,,KR,2018-01-24,WAKEONE,fromis_9,2018,False,False
환상속의 그대,222000.0,fromis_9,To. Heart,,,KR,2018-01-24,WAKEONE,fromis_9,2018,False,False
Affection,204814.0,gugudan,To You Project - Sugarman2 Part. 1,,,XW,2018-01-15,Jellyfish Entertainment,gugudan,2018,False,False
Be Myself,181000.0,gugudan,ACT.5 New Action,,,KR,2018-11-06,Jellyfish Entertainment,gugudan,2018,False,False
Do it,197000.0,gugudan,ACT.5 New Action,,,KR,2018-11-06,Jellyfish Entertainment,gugudan,2018,False,False
Lovesick,217000.0,gugudan,Act.4 Cait Sith,,,KR,2018-02-01,Jellyfish Entertainment,gugudan,2018,False,False
Not That Type,191000.0,gugudan,ACT.5 New Action,,,KR,2018-11-06,Jellyfish Entertainment,gugudan,2018,False,False
Pastel Sweater,265000.0,gugudan,ACT.5 New Action,,,KR,2018-11-06,Jellyfish Entertainment,gugudan,2018,False,False
Shotgun,177000.0,gugudan,ACT.5 New Action,,,KR,2018-11-06,Jellyfish Entertainment,gugudan,2018,False,False
Silly,240000.0,gugudan,Act.4 Cait Sith,,,KR,2018-02-01,Jellyfish Entertainment,gugudan,2018,False,False
The Boots,201000.0,gugudan,Act.4 Cait Sith,,,KR,2018-02-01,Jellyfish Entertainment,gugudan,2018,False,False
너에게,233000.0,gugudan,ACT.5 New Action,,,KR,2018-11-06,Jellyfish Entertainment,gugudan,2018,False,False
BEAUTIFUL,196000.0,iKON,Return,,,KR,2018-01-25,YG Entertainment,iKON,2018,False,True
BEST FRIEND,230000.0,iKON,Return,,,KR,2018-01-25,YG Entertainment,iKON,2018,False,True
EVERYTHING,214000.0,iKON,Return,,,KR,2018-01-25,YG Entertainment,iKON,2018,False,True
LOVE SCENARIO,209648.0,iKON,LOVE SCENARIO,,,JP,2018-06-01,YG Entertainment,iKON,2018,False,True
ONLY YOU,212000.0,iKON,NEW KIDS : CONTINUE,,,KR,2018-08-02,YG Entertainment,iKON,2018,False,True
나쁜놈 (JERK),223000.0,iKON,Return,,,KR,2018-01-25,YG Entertainment,iKON,2018,False,True
돗대 (ONE AND ONLY),206000.0,iKON,Return,,,KR,2018-01-25,YG Entertainment,iKON,2018,False,True
잊지마요 (DON'T FORGET),253000.0,iKON,Return,,,KR,2018-01-25,YG Entertainment,iKON,2018,False,True
죽겠다 (KILLING ME),193000.0,iKON,NEW KIDS : CONTINUE,,,KR,2018-08-02,YG Entertainment,iKON,2018,False,True
칵테일 (COCKTAIL),226000.0,iKON,NEW KIDS : CONTINUE,,,KR,2018-08-02,YG Entertainment,iKON,2018,False,True
Airplane,197914.0,j‐hope,Hope World,,,KR,2018-03-02,Big Hit Entertainment,j‐hope,2018,False,True
Base Line,89770.0,j‐hope,Hope World,,,KR,2018-03-02,Big Hit Entertainment,j‐hope,2018,False,True
Blue Side (Outro),90540.0,j‐hope,Hope World,,,KR,2018-03-02,Big Hit Entertainment,j‐hope,2018,False,True
Hope World,204931.0,j‐hope,Hope World,,,KR,2018-03-02,Big Hit Entertainment,j‐hope,2018,False,True
"P.O.P (Piece of Peace), Pt. 1",181113.0,j‐hope,Hope World,,,KR,2018-03-02,Big Hit Entertainment,j‐hope,2018,False,True
백일몽 (Daydream),228759.0,j‐hope,Hope World,,,KR,2018-03-02,Big Hit Entertainment,j‐hope,2018,False,True
항상 (HANGSANG),229676.0,"j‐hope, Supreme Boi",Hope World,,,KR,2018-03-02,Big Hit Entertainment,j‐hope,2018,False,True
Drunk Dial,203000.0,myunDo,Drunk Dial,,,,2018-12-30,fantagio music,myunDo,2018,False,False
Fire,182000.0,myunDo,Fire,,,,2018-06-15,fantagio music,myunDo,2018,False,False
KIMGOOKJIN,198000.0,myunDo,KIMGOOKJIN,,,,2018-08-31,fantagio music,myunDo,2018,False,False
WILD,162347.0,구하라,Wild,,,JP,2018-07-30,DSP Media,구하라,2018,False,False
녹는 중,,김규종,Play in Nature Part.3 SNOW FLAKE,,,KR,2018-01-02,B2M Entertainment,김규종,2018,False,False
봄 TO 겨울,,김규종,Play in Nature Part.3 SNOW FLAKE,,,KR,2018-01-02,B2M Entertainment,김규종,2018,False,False
Because of You,237104.0,김보형,Because of You,,,XW,2018-03-30,B2M Entertainment,김보형,2018,False,False
Moonlight,205004.0,김보형,Music Is for All,,,XW,2018-02-27,B2M Entertainment,김보형,2018,False,False
Paramour,233000.0,김세정,"Mr. Sunshine (Original Television Soundtrack), Pt. 13",,,XW,2018-09-16,Jellyfish Entertainment,김세정,2018,True,False
정인 (情人),233000.0,김세정,미스터 션샤인 OST Part 13,,,KR,2018-09-16,Jellyfish Entertainment,김세정,2018,True,False
Daughters,197000.0,로이킴,로이킴 라이브 in 비긴어게인2,,,KR,2018-07-03,WAKEONE,로이킴,2018,False,False
Fix You,285000.0,로이킴,로이킴 라이브 in 비긴어게인2,,,KR,2018-07-03,WAKEONE,로이킴,2018,False,False
Gravity,280000.0,로이킴,로이킴 라이브 in 비긴어게인2,,,KR,2018-07-03,WAKEONE,로이킴,2018,False,False
Hallelujah,214000.0,로이킴,로이킴 라이브 in 비긴어게인2,,,KR,2018-07-03,WAKEONE,로이킴,2018,False,False
Love Yourself,224000.0,로이킴,로이킴 라이브 in 비긴어게인2,,,KR,2018-07-03,WAKEONE,로이킴,2018,False,False
Stay With Me,175000.0,로이킴,로이킴 라이브 in 비긴어게인2,,,KR,2018-07-03,WAKEONE,로이킴,2018,False,False
Yellow,267000.0,로이킴,로이킴 라이브 in 비긴어게인2,,,KR,2018-07-03,WAKEONE,로이킴,2018,False,False
그날들,255000.0,로이킴,로이킴 라이브 in 비긴어게인2,,,KR,2018-07-03,WAKEONE,로이킴,2018,False,False
그때 헤어지면 돼,248000.0,로이킴,그때 헤어지면 돼,,,KR,2018-02-12,WAKEONE,로이킴,2018,False,False
왜 몰랐을까,217000.0,로이킴,아는 와이프 OST,,,KR,2018-09-21,WAKEONE,로이킴,2018,True,False
우리 그만하자,258000.0,로이킴,우리 그만하자,,,KR,2018-09-18,WAKEONE,로이킴,2018,False,False
Can I See You Again,205000.0,미료,COME,,,XW,2018-02-13,APOP Entertainment,미료,2018,False,False
What Did He Say,211000.0,미료,COME,,,XW,2018-02-13,APOP Entertainment,미료,2018,False,False
Yellow,199000.0,미료,TRUE,,,XW,2018-07-30,APOP Entertainment,미료,2018,False,False
Gran Canaria,203000.0,"미료, K Jun",TRUE,,,XW,2018-07-30,APOP Entertainment,미료,2018,False,False
Death of Mother,263000.0,민서,Mr. Sunshine OST,,,KR,2018-10-04,APOP Entertainment,민서,2018,True,False
Ghost Ship,173000.0,민서,Mr. Sunshine OST,,,KR,2018-10-04,APOP Entertainment,민서,2018,True,False
Is Who,214000.0,민서,Is Who,,,,2018-06-20,APOP Entertainment,민서,2018,False,False
이상한 애,183741.0,민서,LISTEN 022 이상한 애,,,KR,2018-03-23,APOP Entertainment,민서,2018,False,False
INSTANT,178000.0,"박경, SUMIN",INSTANT,,,KR,2018-06-22,Seven Seasons,박경,2018,False,False
Starlight,,백아연,Dear me,,,KR,2018-11-21,JYP Entertainment,백아연,2018,False,True
마음아 미안해,,백아연,Dear me,,,KR,2018-11-21,JYP Entertainment,백아연,2018,False,True
말하지 않아도,,백아연,Dear me,,,KR,2018-11-21,JYP Entertainment,백아연,2018,False,True
시간은 돌고 돌아서,,백아연,Dear me,,,KR,2018-11-21,JYP Entertainment,백아연,2018,False,True
안아줘,,백아연,Dear me,,,KR,2018-11-21,JYP Entertainment,백아연,2018,False,True
진짜 거짓말,,백아연,Dear me,,,KR,2018-11-21,JYP Entertainment,백아연,2018,False,True
거침없이,201000.0,부석순,Just do it,,,XW,2018-03-21,Pledis Entertainment,부석순,2018,True,True
낮 꿈 (Day Dream),231000.0,성민,Day Dream,,,US,2018-03-02,SM Entertainment,성민,2018,False,True
BE FRIEND,200000.0,승리,THE GREAT SEUNGRI,,,KR,2018-07-20,YG Entertainment,승리,2018,False,True
GOOD LUCK TO YOU,198000.0,승리,THE GREAT SEUNGRI,,,KR,2018-07-20,YG Entertainment,승리,2018,False,True
HOTLINE,211000.0,승리,THE GREAT SEUNGRI,,,KR,2018-07-20,YG Entertainment,승리,2018,False,True
"셋 셀테니 (1, 2, 3!)",205000.0,승리,THE GREAT SEUNGRI,,,KR,2018-07-20,YG Entertainment,승리,2018,False,True
혼자 있는법 (ALONE),229000.0,승리,THE GREAT SEUNGRI,,,KR,2018-07-20,YG Entertainment,승리,2018,False,True
몰라도 (MOLLADO),197000.0,"승리, B.I",THE GREAT SEUNGRI,,,KR,2018-07-20,YG Entertainment,승리,2018,False,True
LOVE IS YOU,209000.0,"승리, Blue.D",THE GREAT SEUNGRI,,,KR,2018-07-20,YG Entertainment,승리,2018,False,True
달콤한 거짓말 (SWEET LIE),178000.0,"승리, Dannic",THE GREAT SEUNGRI,,,KR,2018-07-20,YG Entertainment,승리,2018,False,True
WHERE R U FROM,224000.0,"승리, MINO",THE GREAT SEUNGRI,,,KR,2018-07-20,YG Entertainment,승리,2018,False,True
SCREAM,225000.0,"승리, SLANDER",THE GREAT SEUNGRI -JP EDITION-,,,JP,2018-08-08,YG Entertainment,승리,2018,False,True
It's You,,양요섭,白,,,KR,2018-02-20,Around US Entertainment,양요섭,2018,False,False
네가 없는 곳,,양요섭,白,,,KR,2018-02-20,Around US Entertainment,양요섭,2018,False,False
마음,,양요섭,白,,,KR,2018-02-20,Around US Entertainment,양요섭,2018,False,False
별,,양요섭,白,,,KR,2018-02-20,Around US Entertainment,양요섭,2018,False,False
소리없이 운다,217840.0,양요섭,이리와 안아줘 OST,,,KR,2018-09-28,Around US Entertainment,양요섭,2018,True,False
양요섭,,양요섭,白,,,KR,2018-02-20,Around US Entertainment,양요섭,2018,False,False
오늘 하루,,양요섭,白,,,KR,2018-02-20,Around US Entertainment,양요섭,2018,False,False
위로,,양요섭,白,,,KR,2018-02-20,Around US Entertainment,양요섭,2018,False,False
Cactus,248000.0,엔,Cactus,,,US,2018-02-02,Jellyfish Entertainment,엔,2018,False,False
가장자리,262000.0,엔,Children of Nobody Pt. 4 (Original Television Soundtrack),,,US,2018-12-26,Jellyfish Entertainment,엔,2018,True,False
선인장,248000.0,엔,선인장,,,KR,2018-02-02,Jellyfish Entertainment,엔,2018,False,False
Feel Ur Love,199000.0,용준형,Goodbye 20's,,,KR,2018-05-09,Around US Entertainment,용준형,2018,False,False
Goodbye 20's,202000.0,용준형,Goodbye 20's,,,KR,2018-05-09,Around US Entertainment,용준형,2018,False,False
Intro,77000.0,용준형,Goodbye 20's,,,KR,2018-05-09,Around US Entertainment,용준형,2018,False,False
견딜 만해,216000.0,용준형,Goodbye 20's,,,KR,2018-05-09,Around US Entertainment,용준형,2018,False,False
뜨뜨미지근,216000.0,용준형,Goodbye 20's,,,KR,2018-05-09,Around US Entertainment,용준형,2018,False,False
무슨 말이 필요해 (Go Away),205000.0,용준형,Goodbye 20's,,,KR,2018-05-09,Around US Entertainment,용준형,2018,False,False
소나기 (Feat. 10cm),205000.0,용준형,Goodbye 20's,,,KR,2018-05-09,Around US Entertainment,용준형,2018,False,False
소주한잔,194000.0,용준형,Goodbye 20's,,,KR,2018-05-09,Around US Entertainment,용준형,2018,False,False
