title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist,year,is_case_study,is_major_label
몰랐어,167821.0,ENHYPEN,DIMENSION : DILEMMA,,,KR,2021-10-12,BELIFT LAB,ENHYPEN,2021,False,True
Blockbuster (액션 영화처럼),227454.0,"ENHYPEN, 연준",DIMENSION : DILEMMA,,,KR,2021-10-12,BELIFT LAB,ENHYPEN,2021,False,True
Back Together,240000.0,EVERGLOW,Return of the Girl,,,KR,2021-12-01,Yuehua Entertainment,EVERGLOW,2021,False,False
Company,178000.0,EVERGLOW,Return of the Girl,,,KR,2021-12-01,Yuehua Entertainment,EVERGLOW,2021,False,False
DON'T ASK DON'T TELL,208000.0,EVERGLOW,Last Melody,,,XW,2021-05-25,Yuehua Entertainment,EVERGLOW,2021,False,False
Don't Speak,207000.0,EVERGLOW,Return of the Girl,,,KR,2021-12-01,Yuehua Entertainment,EVERGLOW,2021,False,False
FIRST,212000.0,EVERGLOW,Last Melody,,,XW,2021-05-25,Yuehua Entertainment,EVERGLOW,2021,False,False
Nighty Night,162000.0,EVERGLOW,Return of the Girl,,,KR,2021-12-01,Yuehua Entertainment,EVERGLOW,2021,False,False
Pirate,210000.0,EVERGLOW,Return of the Girl,,,KR,2021-12-01,Yuehua Entertainment,EVERGLOW,2021,False,False
PLEASE PLEASE,241000.0,EVERGLOW,Last Melody,,,XW,2021-05-25,Yuehua Entertainment,EVERGLOW,2021,False,False
PROMISE (for UNICEF Promise Campaign),214440.0,EVERGLOW,EVERGLOW FOR UNICEF PROMISE CAMPAIGN,,,AF,2021-08-25,Yuehua Entertainment,EVERGLOW,2021,False,False
Don't fight the feeling,178000.0,EXO,DON’T FIGHT THE FEELING,,,KR,2021-06-07,SM Entertainment,EXO,2021,False,True
지켜줄게 (Just as usual),207000.0,EXO,DON’T FIGHT THE FEELING,,,KR,2021-06-07,SM Entertainment,EXO,2021,False,True
파라다이스 (Paradise),218000.0,EXO,DON’T FIGHT THE FEELING,,,KR,2021-06-07,SM Entertainment,EXO,2021,False,True
훅! (No matter),224000.0,EXO,DON’T FIGHT THE FEELING,,,KR,2021-06-07,SM Entertainment,EXO,2021,False,True
Bones,196986.0,FTISLAND,LOCK UP,,,XW,2021-12-10,FNC Entertainment,FTISLAND,2021,False,False
Obvious,200066.0,FTISLAND,LOCK UP,,,XW,2021-12-10,FNC Entertainment,FTISLAND,2021,False,False
Set Me Free,201733.0,FTISLAND,LOCK UP,,,XW,2021-12-10,FNC Entertainment,FTISLAND,2021,False,False
Unthinkable,187106.0,FTISLAND,LOCK UP,,,XW,2021-12-10,FNC Entertainment,FTISLAND,2021,False,False
Twenty-three,,GAHYEON,Halloween Midnight Circus,,,KR,2021-10-30,Dreamcatcher Company,GAHYEON,2021,False,False
Encore,212870.0,GOT7,Encore,,,AF,2021-02-20,JYP Entertainment,GOT7,2021,False,True
Melody,195346.0,Girls’ Generation‐Oh!GG,2021 Winter SMTOWN : SMCU EXPRESS,,,KR,2021-12-27,SM Entertainment,Girls’ Generation‐Oh!GG,2021,False,True
Bottom Of The Ocean,198306.0,Golden Child,Game Changer,,,XW,2021-08-02,Woollim Entertainment,Golden Child,2021,False,False
Breathe,204987.0,Golden Child,Yes.,,,US,2021-01-25,Woollim Entertainment,Golden Child,2021,False,False
Burn It,209360.0,Golden Child,Yes.,,,US,2021-01-25,Woollim Entertainment,Golden Child,2021,False,False
Cool Cool,198920.0,Golden Child,Yes.,,,US,2021-01-25,Woollim Entertainment,Golden Child,2021,False,False
DDARA,225000.0,Golden Child,DDARA,,,KR,2021-10-05,Woollim Entertainment,Golden Child,2021,False,False
Fanfare,183000.0,Golden Child,DDARA,,,KR,2021-10-05,Woollim Entertainment,Golden Child,2021,False,False
GAME,200000.0,Golden Child,DDARA,,,KR,2021-10-05,Woollim Entertainment,Golden Child,2021,False,False
I Know,194000.0,Golden Child,DDARA,,,KR,2021-10-05,Woollim Entertainment,Golden Child,2021,False,False
Milky Way,216493.0,Golden Child,Yes.,,,US,2021-01-25,Woollim Entertainment,Golden Child,2021,False,False
OASIS,188000.0,Golden Child,DDARA,,,KR,2021-10-05,Woollim Entertainment,Golden Child,2021,False,False
Out The Window,197000.0,Golden Child,DDARA,,,KR,2021-10-05,Woollim Entertainment,Golden Child,2021,False,False
POPPIN',210000.0,Golden Child,DDARA,,,KR,2021-10-05,Woollim Entertainment,Golden Child,2021,False,False
Ra Pam Pam,211160.0,Golden Child,Game Changer,,,XW,2021-08-02,Woollim Entertainment,Golden Child,2021,False,False
Round N Round,219240.0,Golden Child,Yes.,,,US,2021-01-25,Woollim Entertainment,Golden Child,2021,False,False
Singing In The Rain,182000.0,Golden Child,DDARA,,,KR,2021-10-05,Woollim Entertainment,Golden Child,2021,False,False
Spell,204000.0,Golden Child,DDARA,,,KR,2021-10-05,Woollim Entertainment,Golden Child,2021,False,False
That Feeling,246000.0,Golden Child,DDARA,,,KR,2021-10-05,Woollim Entertainment,Golden Child,2021,False,False
Yes.,87987.0,Golden Child,Yes.,,,US,2021-01-25,Woollim Entertainment,Golden Child,2021,False,False
난 알아요,194040.0,Golden Child,Game Changer,,,XW,2021-08-02,Woollim Entertainment,Golden Child,2021,False,False
빵빠레,183346.0,Golden Child,Game Changer,,,XW,2021-08-02,Woollim Entertainment,Golden Child,2021,False,False
Summertime,224000.0,HA:TFELT,Summertime,,,XW,2021-07-14,Culture Depot,HA:TFELT,2021,False,False
Snapping,,HANDONG,Halloween Midnight Circus,,,KR,2021-10-30,Dreamcatcher Company,HANDONG,2021,False,False
下雨天,,HANDONG,下雨天,,,XW,2021-05-20,Dreamcatcher Company,HANDONG,2021,False,False
1. 호랑이 Power,142000.0,HOSHI,호랑이 Power,,,KR,2021-06-24,Pledis Entertainment,HOSHI,2021,False,True
Spider,211578.0,HOSHI,Spider,,,,2021-04-02,Pledis Entertainment,HOSHI,2021,False,True
Dunga Dunga,193746.0,HOT ISSUE,ISSUE MAKER,,,KR,2021-04-28,S2 Entertainment,HOT ISSUE,2021,False,False
Hide In The Dark,204506.0,HOT ISSUE,ISSUE MAKER,,,KR,2021-04-28,S2 Entertainment,HOT ISSUE,2021,False,False
Hot Candy,194000.0,HOT ISSUE,ICONS,,,KR,2021-09-29,S2 Entertainment,HOT ISSUE,2021,False,False
ICONS,188000.0,HOT ISSUE,ICONS,,,KR,2021-09-29,S2 Entertainment,HOT ISSUE,2021,False,False
Purple,189986.0,HOT ISSUE,ISSUE MAKER,,,KR,2021-04-28,S2 Entertainment,HOT ISSUE,2021,False,False
We Go,196133.0,HOT ISSUE,ISSUE MAKER,,,KR,2021-04-28,S2 Entertainment,HOT ISSUE,2021,False,False
그라타타 (GRATATA),193546.0,HOT ISSUE,ISSUE MAKER,,,KR,2021-04-28,S2 Entertainment,HOT ISSUE,2021,False,False
Bless U,171000.0,HWASA,Guilty Pleasure,,,KR,2021-11-24,Rainbow Bridge World,HWASA,2021,False,False
FOMO,141000.0,HWASA,Guilty Pleasure,,,KR,2021-11-24,Rainbow Bridge World,HWASA,2021,False,False
I'm a 빛,167000.0,HWASA,Guilty Pleasure,,,KR,2021-11-24,Rainbow Bridge World,HWASA,2021,False,False
Play With Life,141571.0,HWASA,Play With Life,,,AF,2021-01-29,Rainbow Bridge World,HWASA,2021,False,False
Second,218000.0,"HYO, BIBI",Second,,,XW,2021-08-09,SM Entertainment,HYO,2021,False,True
Not Friends,195000.0,"HeeJin, 김립, 진솔, Yves",MAXIS BY RYAN JHUN PT. 2,,,XW,2021-09-03,MODHAUS,HeeJin,2021,False,False
Disconnected,190826.0,Highlight,The Blowing,,,KR,2021-05-03,Around US Entertainment,Highlight,2021,False,False
Surf,197720.0,Highlight,The Blowing,,,KR,2021-05-03,Around US Entertainment,Highlight,2021,False,False
WAVE,210400.0,Highlight,The Blowing,,,KR,2021-05-03,Around US Entertainment,Highlight,2021,False,False
미안,221040.0,Highlight,The Blowing,,,KR,2021-05-03,Around US Entertainment,Highlight,2021,False,False
밤이야,188200.0,Highlight,The Blowing,,,KR,2021-05-03,Around US Entertainment,Highlight,2021,False,False
불어온다,218253.0,Highlight,The Blowing,,,KR,2021-05-03,Around US Entertainment,Highlight,2021,False,False
A‐Ha,186586.0,Hyolyn,A‐Ha,,,XW,2021-12-22,Bridʒ,Hyolyn,2021,False,False
To Find a Reason,230000.0,"Hyolyn, Mad Clown, 김승민",To Find a Reason,,,XW,2021-07-08,Bridʒ,Hyolyn,2021,False,False
둘 중에 골라 (Summer or Summer),199000.0,"Hyolyn, 다솜",Summer or Summer,,,XW,2021-08-10,Bridʒ,Hyolyn,2021,False,False
GOOD GIRL,185000.0,HyunA,I’m Not Cool,,,KR,2021-01-28,P NATION,HyunA,2021,False,False
I'm Not Cool,174000.0,HyunA,I’m Not Cool,,,KR,2021-01-28,P NATION,HyunA,2021,False,False
Show Window,190000.0,HyunA,I’m Not Cool,,,KR,2021-01-28,P NATION,HyunA,2021,False,False
Deep Dive,113733.0,"HyunA, DAWN",1+1=1,,,KR,2021-09-09,P NATION,HyunA,2021,False,False
"Party, Feel, Love",210000.0,"HyunA, DAWN",I’m Not Cool,,,KR,2021-01-28,P NATION,HyunA,2021,False,False
PING PONG,158000.0,"HyunA, DAWN",1+1=1,,,KR,2021-09-09,P NATION,HyunA,2021,False,False
XOXO,196000.0,"HyunA, DAWN",1+1=1,,,KR,2021-09-09,P NATION,HyunA,2021,False,False
우린 분명 죽을 만큼 사랑했다 (I know),207893.0,"HyunA, DAWN",1+1=1,,,KR,2021-09-09,P NATION,HyunA,2021,False,False
Burn,166307.0,I.M,DUALITY,,,,2021-02-19,Starship Entertainment,I.M,2021,False,False
God Damn,207759.0,I.M,DUALITY,,,,2021-02-19,Starship Entertainment,I.M,2021,False,False
Happy to Die,178608.0,I.M,DUALITY,,,,2021-02-19,Starship Entertainment,I.M,2021,False,False
Howlin',165066.0,I.M,DUALITY,,,,2021-02-19,Starship Entertainment,I.M,2021,False,False
Loop,155986.0,I.M,Loop,,,XW,2021-09-04,Starship Entertainment,I.M,2021,False,False
시든 꽃 (flower‐ed),149320.0,I.M,DUALITY,,,,2021-02-19,Starship Entertainment,I.M,2021,False,False
#Twenty,175466.0,ITZY,CRAZY IN LOVE,,,US,2021-09-24,JYP Entertainment,ITZY,2021,False,True
B[OO]M‐BOXX,194760.0,ITZY,CRAZY IN LOVE,,,US,2021-09-24,JYP Entertainment,ITZY,2021,False,True
Chillin' Chillin',207626.0,ITZY,CRAZY IN LOVE,,,US,2021-09-24,JYP Entertainment,ITZY,2021,False,True
DALLA DALLA,200053.0,ITZY,IT’z ITZY,,,JP,2021-12-22,JYP Entertainment,ITZY,2021,False,True
Gas Me Up,150480.0,ITZY,CRAZY IN LOVE,,,US,2021-09-24,JYP Entertainment,ITZY,2021,False,True
In the morning,173720.0,ITZY,IT’z ITZY,,,JP,2021-12-22,JYP Entertainment,ITZY,2021,False,True
LOCO,192493.0,ITZY,CRAZY IN LOVE,,,US,2021-09-24,JYP Entertainment,ITZY,2021,False,True
LOVE is,208186.0,ITZY,CRAZY IN LOVE,,,US,2021-09-24,JYP Entertainment,ITZY,2021,False,True
Mirror,259706.0,ITZY,CRAZY IN LOVE,,,US,2021-09-24,JYP Entertainment,ITZY,2021,False,True
SHOOT!,139213.0,ITZY,GUESS WHO,,,KR,2021-04-30,JYP Entertainment,ITZY,2021,False,True
Sooo LUCKY,203306.0,ITZY,CRAZY IN LOVE,,,US,2021-09-24,JYP Entertainment,ITZY,2021,False,True
Sorry Not Sorry,189786.0,ITZY,GUESS WHO,,,KR,2021-04-30,JYP Entertainment,ITZY,2021,False,True
SWIPE,178906.0,ITZY,CRAZY IN LOVE,,,US,2021-09-24,JYP Entertainment,ITZY,2021,False,True
TENNIS (0:0),219453.0,ITZY,GUESS WHO,,,KR,2021-04-30,JYP Entertainment,ITZY,2021,False,True
Wild Wild West,203426.0,ITZY,GUESS WHO,,,KR,2021-04-30,JYP Entertainment,ITZY,2021,False,True
Celebrity,195000.0,IU,Celebrity,,,XW,2021-01-27,LOEN Entertainment,IU,2021,False,False
Coin,193000.0,IU,LILAC,,,KR,2021-03-25,LOEN Entertainment,IU,2021,False,False
Flu,188000.0,IU,LILAC,,,KR,2021-03-25,LOEN Entertainment,IU,2021,False,False
strawberry moon,205333.0,IU,strawberry moon,,,XW,2021-10-19,LOEN Entertainment,IU,2021,False,False
겨울잠,262000.0,IU,Pieces,,,XW,2021-12-29,LOEN Entertainment,IU,2021,False,False
너,206000.0,IU,Pieces,,,XW,2021-12-29,LOEN Entertainment,IU,2021,False,False
드라마,128000.0,IU,Pieces,,,XW,2021-12-29,LOEN Entertainment,IU,2021,False,False
라일락,214000.0,IU,LILAC,,,KR,2021-03-25,LOEN Entertainment,IU,2021,False,False
러브레터,238000.0,IU,Pieces,,,XW,2021-12-29,LOEN Entertainment,IU,2021,False,False
봄 안녕 봄,324000.0,IU,LILAC,,,KR,2021-03-25,LOEN Entertainment,IU,2021,False,False
빈 컵 (Empty Cup),140000.0,IU,LILAC,,,KR,2021-03-25,LOEN Entertainment,IU,2021,False,False
아이와 나의 바다,317000.0,IU,LILAC,,,KR,2021-03-25,LOEN Entertainment,IU,2021,False,False
어푸 (Ah puh),200000.0,IU,LILAC,,,KR,2021-03-25,LOEN Entertainment,IU,2021,False,False
에필로그,230000.0,IU,LILAC,,,KR,2021-03-25,LOEN Entertainment,IU,2021,False,False
정거장,236000.0,IU,Pieces,,,XW,2021-12-29,LOEN Entertainment,IU,2021,False,False
돌림노래,190000.0,"IU, DEAN",LILAC,,,KR,2021-03-25,LOEN Entertainment,IU,2021,False,False
ELEVEN,178453.0,IVE,ELEVEN,,,KR,2021-12-01,Starship Entertainment,IVE,2021,False,False
Take It,204973.0,IVE,ELEVEN,,,KR,2021-12-01,Starship Entertainment,IVE,2021,False,False
3!4!,250000.0,IZ*ONE,Rewind : Blossom,,,XW,2021-03-26,OFF THE RECORD Entertainment,IZ*ONE,2021,False,False
D‐D‐DANCE,205000.0,IZ*ONE,D-D-DANCE,,,XW,2021-01-26,OFF THE RECORD Entertainment,IZ*ONE,2021,False,False
Anymore,198000.0,JEON SOMI,XOXO,,,KR,2021-10-29,The Black Label,JEON SOMI,2021,False,True
DUMB DUMB,149000.0,JEON SOMI,DUMB DUMB,,,AL,2021-08-02,The Black Label,JEON SOMI,2021,False,True
Watermelon,183000.0,JEON SOMI,XOXO,,,KR,2021-10-29,The Black Label,JEON SOMI,2021,False,True
XOXO,208000.0,JEON SOMI,XOXO,,,KR,2021-10-29,The Black Label,JEON SOMI,2021,False,True
Don't Let Me Go,179000.0,"JEON SOMI, 기리보이",XOXO,,,KR,2021-10-29,The Black Label,JEON SOMI,2021,False,True
Psycho,155000.0,JEON SOYEON,Windy,,,KR,2021-07-05,Cube Entertainment,JEON SOYEON,2021,False,False
Quit,189000.0,JEON SOYEON,Windy,,,KR,2021-07-05,Cube Entertainment,JEON SOYEON,2021,False,False
Weather,165000.0,JEON SOYEON,Windy,,,KR,2021-07-05,Cube Entertainment,JEON SOYEON,2021,False,False
삠삠 (BEAM BEAM),167000.0,JEON SOYEON,Windy,,,KR,2021-07-05,Cube Entertainment,JEON SOYEON,2021,False,False
Is this bad b****** number?,165000.0,"JEON SOYEON, BIBI, 이영지",Windy,,,KR,2021-07-05,Cube Entertainment,JEON SOYEON,2021,False,False
Solo,,JI U,Halloween Midnight Circus,,,KR,2021-10-30,Dreamcatcher Company,JI U,2021,False,False
도원경 (桃源境),,"JI U, SIYEON",Crossroads: Part 2. Dystopia Concert,,,XW,2021-03-27,Dreamcatcher Company,JI U,2021,False,False
나로 바꾸자,207000.0,"JI U, SU A",나로 바꾸자,,,XW,2021-06-17,Dreamcatcher Company,JI U,2021,False,False
Express Moon,185213.0,JO YURI,GLASSY,,,KR,2021-10-07,WAKEONE,JO YURI,2021,False,False
GLASSY,189933.0,JO YURI,GLASSY,,,KR,2021-10-07,WAKEONE,JO YURI,2021,False,False
Autumn Memories,238000.0,"JO YURI, 이석훈",GLASSY,,,KR,2021-10-07,WAKEONE,JO YURI,2021,False,False
Be There for You,236640.0,JOY,안녕 (Hello),,,KR,2021-05-31,SM Entertainment,JOY,2021,False,True
Day by Day,250813.0,JOY,안녕 (Hello),,,KR,2021-05-31,SM Entertainment,JOY,2021,False,True
Happy Birthday to You,174000.0,JOY,안녕 (Hello),,,KR,2021-05-31,SM Entertainment,JOY,2021,False,True
Hello,218880.0,JOY,안녕 (Hello),,,KR,2021-05-31,SM Entertainment,JOY,2021,False,True
Je t'aime,261120.0,JOY,Je t'aime,,,XW,2021-05-26,SM Entertainment,JOY,2021,False,True
If Only,228000.0,"JOY, Paul Kim",안녕 (Hello),,,KR,2021-05-31,SM Entertainment,JOY,2021,False,True
Count On Me,181229.0,Jay B,SOMO: FUME,,,XW,2021-08-26,JYP Entertainment,Jay B,2021,False,True
Paranoia,169000.0,Jay B,SOMO: FUME,,,KR,2021-08-27,JYP Entertainment,Jay B,2021,False,True
In To You,218092.0,"Jay B, G1nger",SOMO: FUME,,,XW,2021-08-26,JYP Entertainment,Jay B,2021,False,True
FAME,143055.0,"Jay B, JUNNY",SOMO: FUME,,,XW,2021-08-26,JYP Entertainment,Jay B,2021,False,True
B.T.W,192585.0,"Jay B, Jay Park",SOMO: FUME,,,XW,2021-08-26,JYP Entertainment,Jay B,2021,False,True
AM PM,217441.0,"Jay B, Whee In",SOMO: FUME,,,XW,2021-08-26,JYP Entertainment,Jay B,2021,False,True
Switch It Up,215000.0,"Jay B, sokodomo",Switch It Up,,,XW,2021-05-14,JYP Entertainment,Jay B,2021,False,True
DAYDREAM,227000.0,Jessica,제시카 & 크리스탈 - US로드트립 OST Part.3,,,KR,2021-11-17,SM Entertainment,Jessica,2021,True,True
SNAPSHOT,190000.0,Jessica,제시카 & 크리스탈 - US로드트립 OST Part.2,,,KR,2021-11-08,SM Entertainment,Jessica,2021,True,True
잠이 오지 않아,215000.0,Jessica,제시카 & 크리스탈 - US로드트립 OST Part.1,,,KR,2021-08-27,SM Entertainment,Jessica,2021,True,True
Blue,181000.0,KAI,Peaches,,,KR,2021-11-30,SM Entertainment,KAI,2021,False,True
Come In,182000.0,KAI,Peaches,,,KR,2021-11-30,SM Entertainment,KAI,2021,False,True
Domino,175000.0,KAI,Peaches,,,KR,2021-11-30,SM Entertainment,KAI,2021,False,True
Peaches,198000.0,KAI,Peaches,,,KR,2021-11-30,SM Entertainment,KAI,2021,False,True
To Be Honest,174000.0,KAI,Peaches,,,KR,2021-11-30,SM Entertainment,KAI,2021,False,True
Vanilla,208000.0,KAI,Peaches,,,KR,2021-11-30,SM Entertainment,KAI,2021,False,True
Antidote,219000.0,KANGDANIEL,YELLOW,,,KR,2021-04-13,Konnect Entertainment,KANGDANIEL,2021,False,False
Digital,184000.0,KANGDANIEL,YELLOW,,,KR,2021-04-13,Konnect Entertainment,KANGDANIEL,2021,False,False
PARANOIA,195333.0,KANGDANIEL,PARANOIA,,,AF,2021-02-16,Konnect Entertainment,KANGDANIEL,2021,False,False
Misunderstood,204000.0,"KANGDANIEL, Omega Sapien",YELLOW,,,KR,2021-04-13,Konnect Entertainment,KANGDANIEL,2021,False,False
Save U,217680.0,"KANGDANIEL, Wonstein",YELLOW,,,KR,2021-04-13,Konnect Entertainment,KANGDANIEL,2021,False,False
BAD LOVE,205000.0,KEY,BAD LOVE,,,KR,2021-09-27,SM Entertainment,KEY,2021,False,True
Eighteen (End Of My World),226000.0,KEY,BAD LOVE,,,KR,2021-09-27,SM Entertainment,KEY,2021,False,True
helium,200000.0,KEY,BAD LOVE,,,KR,2021-09-27,SM Entertainment,KEY,2021,False,True
Saturday Night,185000.0,KEY,BAD LOVE,,,KR,2021-09-27,SM Entertainment,KEY,2021,False,True
Yellow Tape,208000.0,KEY,BAD LOVE,,,KR,2021-09-27,SM Entertainment,KEY,2021,False,True
Hate that…,185413.0,"KEY, TAEYEON",Hate that…,,,AF,2021-08-30,SM Entertainment,KEY,2021,False,True
Blue Eyes,198000.0,KWON EUNBI,OPEN,,,XW,2021-08-21,Woollim Entertainment,KWON EUNBI,2021,False,False
Door,199000.0,KWON EUNBI,OPEN,,,XW,2021-08-21,Woollim Entertainment,KWON EUNBI,2021,False,False
Eternity,203000.0,KWON EUNBI,OPEN,,,XW,2021-08-21,Woollim Entertainment,KWON EUNBI,2021,False,False
OPEN,58000.0,KWON EUNBI,OPEN,,,XW,2021-08-21,Woollim Entertainment,KWON EUNBI,2021,False,False
Rain,257000.0,KWON EUNBI,OPEN,,,XW,2021-08-21,Woollim Entertainment,KWON EUNBI,2021,False,False
Amigo,210000.0,"KWON EUNBI, Lee Su Jeong",OPEN,,,XW,2021-08-24,Woollim Entertainment,KWON EUNBI,2021,False,False
동화 속 이야기,,Kei,연애시발.(점) OST Part.2,,,KR,2021-06-30,Woollim Entertainment,Kei,2021,True,False
Ride Or Die,210000.0,"Kei, JOOHONEY",런 온 OST,,,KR,2021-02-03,Woollim Entertainment,Kei,2021,True,False
Kiss Kiss,189000.0,LABOUM,BLOSSOM,,,KR,2021-11-03,NH Media,LABOUM,2021,False,False
Love On You,220000.0,LABOUM,BLOSSOM,,,KR,2021-11-03,NH Media,LABOUM,2021,False,False
똑같잖아,206000.0,LABOUM,BLOSSOM,,,KR,2021-11-03,NH Media,LABOUM,2021,False,False
얼마나 좋을까,228000.0,LABOUM,BLOSSOM,,,KR,2021-11-03,NH Media,LABOUM,2021,False,False
White Love (스키장에서),221000.0,"LABOUM, Layone",White Love (스키장에서),,,KR,2021-12-17,NH Media,LABOUM,2021,False,False
Joker,,LAY,PRODUCER,,,XW,2021-02-05,SM Entertainment,LAY,2021,False,True
十面埋伏,,LAY,PRODUCER,,,XW,2021-02-05,SM Entertainment,LAY,2021,False,True
小城姑娘,,LAY,PRODUCER,,,XW,2021-02-05,SM Entertainment,LAY,2021,False,True
愛蓮說,,LAY,PRODUCER,,,XW,2021-02-05,SM Entertainment,LAY,2021,False,True
炎黃子孫,,LAY,PRODUCER,,,XW,2021-02-05,SM Entertainment,LAY,2021,False,True
牧童,,LAY,EAST,,,XW,2021-10-15,SM Entertainment,LAY,2021,False,True
略過,,LAY,PRODUCER,,,XW,2021-02-05,SM Entertainment,LAY,2021,False,True
癡,,LAY,PRODUCER,,,XW,2021-02-05,SM Entertainment,LAY,2021,False,True
苦行僧,,LAY,EAST,,,XW,2021-10-15,SM Entertainment,LAY,2021,False,True
陪着你 (Bee With You),,LAY,Bee With You,,,XW,2021-11-25,SM Entertainment,LAY,2021,False,True
馬,,LAY,PRODUCER,,,XW,2021-02-05,SM Entertainment,LAY,2021,False,True
三昧真火,,"LAY, GALI",EAST,,,XW,2021-10-15,SM Entertainment,LAY,2021,False,True
Bye,190000.0,LEE HI,4 ONLY,,,KR,2021-09-09,YG Entertainment,LEE HI,2021,False,True
Darling,235000.0,LEE HI,4 ONLY,,,KR,2021-09-09,YG Entertainment,LEE HI,2021,False,True
Hold My Hand,210240.0,LEE HI,"Now, We Are Breaking Up (Original Television Soundtrack), Pt. 2",,,XW,2021-11-14,YG Entertainment,LEE HI,2021,True,True
ONLY,240000.0,LEE HI,4 ONLY,,,KR,2021-09-09,YG Entertainment,LEE HI,2021,False,True
그 한마디,219000.0,LEE HI,Dear you (Romance 101 X LeeHi),,,XW,2021-03-14,YG Entertainment,LEE HI,2021,False,True
그대의 의도,204000.0,LEE HI,4 ONLY,,,KR,2021-09-09,YG Entertainment,LEE HI,2021,False,True
물타기,184000.0,LEE HI,4 ONLY,,,KR,2021-09-09,YG Entertainment,LEE HI,2021,False,True
안전지대,248000.0,LEE HI,4 ONLY,,,KR,2021-09-09,YG Entertainment,LEE HI,2021,False,True
어려워,223000.0,LEE HI,4 ONLY,,,KR,2021-09-09,YG Entertainment,LEE HI,2021,False,True
구원자,215000.0,"LEE HI, B.I",4 ONLY,,,KR,2021-09-09,YG Entertainment,LEE HI,2021,False,True
머리어깨무릎발,204000.0,"LEE HI, Wonstein",4 ONLY,,,KR,2021-09-09,YG Entertainment,LEE HI,2021,False,True
빤간 립스틱,187000.0,"LEE HI, 윤미래",4 ONLY,,,KR,2021-09-09,YG Entertainment,LEE HI,2021,False,True
I'm Still Here,197000.0,LEO,I'm Still Here,,,KR,2021-11-02,Jellyfish Entertainment,LEO,2021,False,False
Dance Dance (Bella theme),181513.0,LIGHTSUM,"벨라의 꿈, Part 1",,,XW,2021-12-18,Cube Entertainment,LIGHTSUM,2021,False,False
Popcorn,207240.0,LIGHTSUM,Light a Wish,,,,2021-10-13,Cube Entertainment,LIGHTSUM,2021,False,False
"You, jam",199267.0,LIGHTSUM,Light a Wish,,,,2021-10-13,Cube Entertainment,LIGHTSUM,2021,False,False
LALISA,202000.0,LISA,LALISA,,,KR,2021-09-10,YG Entertainment,LISA,2021,False,True
Message From LISA,9600.0,LISA,Message From LISA,,,XW,2021-09-10,YG Entertainment,LISA,2021,False,True
MONEY,168227.0,LISA,LALISA,,,AM,2021-09-10,YG Entertainment,LISA,2021,False,True
Madonna,171218.0,LUNA,Madonna,,,XW,2021-10-06,SM Entertainment,LUNA,2021,False,True
AHH OOP 2021,202840.0,MAMAMOO,I SAY MAMAMOO : THE BEST,,,KR,2021-09-15,Rainbow Bridge World,MAMAMOO,2021,False,False
Decalcomanie 2021,252693.0,MAMAMOO,I SAY MAMAMOO : THE BEST,,,KR,2021-09-15,Rainbow Bridge World,MAMAMOO,2021,False,False
Where Are We Now,223547.0,MAMAMOO,WAW,,,KR,2021-06-02,Rainbow Bridge World,MAMAMOO,2021,False,False
"내일의 너, 오늘의 나 (Another Day)",245000.0,MAMAMOO,WAW,,,KR,2021-06-02,Rainbow Bridge World,MAMAMOO,2021,False,False
분명 우린 그땐 좋았었어 (Happier Than Ever),228413.0,MAMAMOO,I SAY MAMAMOO : THE BEST,,,KR,2021-09-15,Rainbow Bridge World,MAMAMOO,2021,False,False
애써 (A Memory for Life),213360.0,MAMAMOO,WAW,,,KR,2021-06-02,Rainbow Bridge World,MAMAMOO,2021,False,False
우리끼리 2021 (Words Don't Come Easy 2021),235453.0,MAMAMOO,I SAY MAMAMOO : THE BEST,,,KR,2021-09-15,Rainbow Bridge World,MAMAMOO,2021,False,False
우린 결국 다시 만날 운명이었지 Part.2 (Destiny Part.2),185000.0,MAMAMOO,WAW,,,KR,2021-06-02,Rainbow Bridge World,MAMAMOO,2021,False,False
하늘 땅 바다만큼 (mumumumuch),209093.0,MAMAMOO,I SAY MAMAMOO : THE BEST,,,KR,2021-09-15,Rainbow Bridge World,MAMAMOO,2021,False,False
Heartbreak,204000.0,MINHO,Heartbreak,,,KR,2021-12-21,SM Entertainment,MINHO,2021,False,True
KILL,,MINO,"""TO INFINITY.""",,,XW,2021-12-07,YG Entertainment,MINO,2021,False,True
LOSING U,,MINO,"""TO INFINITY.""",,,XW,2021-12-07,YG Entertainment,MINO,2021,False,True
LOVE IN DA CAR,,MINO,"""TO INFINITY.""",,,XW,2021-12-07,YG Entertainment,MINO,2021,False,True
"PYRAMID (Feat. lIlBOI, Gaeko)",,MINO,"""TO INFINITY.""",,,XW,2021-12-07,YG Entertainment,MINO,2021,False,True
ㅊ취했 (DRUNK TALK) (Feat. sogumm),,MINO,"""TO INFINITY.""",,,XW,2021-12-07,YG Entertainment,MINO,2021,False,True
궁금해 (QUESTION MARK),,MINO,"""TO INFINITY.""",,,XW,2021-12-07,YG Entertainment,MINO,2021,False,True
뭐 (MUAH),,MINO,"""TO INFINITY.""",,,XW,2021-12-07,YG Entertainment,MINO,2021,False,True
바른말 (LANGUAGE) (Feat. BOBBY),,MINO,"""TO INFINITY.""",,,XW,2021-12-07,YG Entertainment,MINO,2021,False,True
